epoch,loss,val_loss
0,29756.5625,8847.302734375
1,4866.447265625,2590.6298828125
2,2492.824462890625,3642.109619140625
3,3899.970458984375,1285.24755859375
4,1179.9345703125,413.1065368652344
5,-154.0471954345703,-820.42431640625
6,-1210.2508544921875,-1792.031494140625
7,-1809.05029296875,1190.3372802734375
8,-2357.756591796875,-1726.7615966796875
9,-3171.22314453125,1919.417236328125
10,-3125.8232421875,-3403.14453125
11,-3276.113525390625,-3927.49853515625
12,-3582.499755859375,-3809.402587890625
13,-3667.52392578125,-4188.18017578125
14,-3955.09814453125,-3939.301513671875
15,-3822.797119140625,1898.1473388671875
16,-4125.423828125,-4383.8310546875
17,-4680.55029296875,-4640.9794921875
18,-4193.5185546875,-4556.01318359375
19,-3269.286865234375,-2951.733642578125
20,-3367.411376953125,-2720.111328125
21,-3158.08203125,-1684.26806640625
22,-3749.075439453125,36480.46875
23,-3990.66845703125,-5005.58740234375
24,-4188.49853515625,-2196.763671875
25,-5015.95849609375,-6048.4365234375
26,-5779.3603515625,-5828.12939453125
27,-5906.6953125,-5455.9521484375
28,-4637.4599609375,-6273.9013671875
29,-5927.16259765625,-6122.12939453125
30,-5934.9248046875,-6161.7431640625
31,-5962.025390625,-6043.69140625
32,-5737.9931640625,-6255.00341796875
33,-4716.5439453125,-5738.93896484375
34,-5742.3935546875,-6109.458984375
35,-5947.2646484375,-6320.23388671875
36,-5190.419921875,-5673.42724609375
37,-5817.96044921875,-4814.63427734375
38,-5475.77685546875,-5668.90625
39,-5692.5927734375,-4003.98291015625
40,-6087.4873046875,-5432.27978515625
41,-6244.77978515625,-5870.60107421875
42,-5873.75634765625,-3870.49951171875
43,-5901.76513671875,-6709.3212890625
44,-6670.490234375,-6620.5126953125
45,-6577.93896484375,-6769.9609375
46,-6570.708984375,-6009.61572265625
47,-6594.69873046875,-7254.19677734375
48,-6825.3955078125,-5354.92626953125
49,-6658.7421875,-7075.6865234375
50,-6789.369140625,-7113.7763671875
51,-7105.52783203125,-6771.46630859375
52,-6737.54931640625,-7549.9453125
53,-6897.2470703125,-6687.990234375
54,-6992.56494140625,-6535.5048828125
55,-6420.16845703125,-5277.93701171875
56,-6690.2509765625,-7605.4638671875
57,-6679.46044921875,-370.1512756347656
58,-6522.322265625,-6863.02978515625
59,-6759.1875,-7562.98779296875
60,-6805.8681640625,-6338.93359375
61,-7117.63525390625,-6955.88134765625
62,-6902.796875,-5681.93505859375
63,-6439.130859375,-4240.64794921875
64,-6667.7685546875,-7581.96337890625
65,-7098.44921875,-7821.14453125
66,-7563.134765625,-6294.107421875
67,-7884.876953125,-7053.56005859375
68,-7920.705078125,-8144.5322265625
69,-8117.3662109375,-8042.96630859375
70,-7594.76171875,-7863.91162109375
71,-7982.099609375,-5212.92529296875
72,-7815.7021484375,-7518.48583984375
73,-8280.45703125,-7628.705078125
74,-7897.40283203125,-8586.5087890625
75,-8122.11865234375,-7264.98095703125
76,-7745.685546875,-8310.6181640625
77,-8442.474609375,-8687.6796875
78,-8045.5537109375,-8618.8154296875
79,-8342.2646484375,-8764.064453125
80,-8350.474609375,-8697.30859375
81,-8857.7646484375,-9660.9736328125
82,-8419.3232421875,-9227.5107421875
83,-8748.28515625,-9312.4580078125
84,-8476.3427734375,-9498.6982421875
85,-9120.3173828125,-9573.685546875
86,-8962.5595703125,-9096.1455078125
87,-9094.09375,-9173.8544921875
88,-9023.0126953125,-9826.427734375
89,-8944.8720703125,-8650.1630859375
90,-9115.3212890625,-5482.09326171875
91,-9190.7109375,-9601.4970703125
92,-9376.416015625,-9792.916015625
93,-8682.064453125,-8379.783203125
94,-8684.1484375,-9524.2587890625
95,-9115.728515625,-9042.9140625
96,-9292.40625,-7391.42626953125
97,-9154.0498046875,-9562.771484375
98,-9631.443359375,-10120.7763671875
99,-10091.6455078125,-9893.052734375
100,-10039.138671875,-9594.0693359375
101,-9113.59765625,-8195.6953125
102,-10050.1015625,-10300.2470703125
103,-10089.66796875,-9890.9541015625
104,-10188.0205078125,-9590.49609375
105,-10319.462890625,-10344.427734375
106,-10491.4150390625,-10420.9541015625
107,-10293.896484375,-9984.8623046875
108,-8959.8056640625,-10207.947265625
109,-8877.0400390625,-10383.9072265625
110,-8601.255859375,-7693.02490234375
111,-8567.5693359375,-8065.408203125
112,-8517.8466796875,-8301.1083984375
113,-8609.9326171875,-10003.37890625
114,-9420.3720703125,-7580.314453125
115,-8947.3798828125,-9884.9609375
116,-8720.2880859375,-9563.02734375
117,-9168.0615234375,-6867.34423828125
118,-9650.322265625,-9970.146484375
119,-9340.81640625,-7898.95703125
120,-8833.3173828125,-9843.2880859375
121,-9454.7060546875,-10232.236328125
